Date Time,Date Time(RAW),Traffic Total (volume),Traffic Total (volume)(RAW),Traffic Total (speed),Traffic Total (speed)(RAW),Traffic In (volume),Traffic In (volume)(RAW),Traffic In (speed),Traffic In (speed)(RAW),Traffic Out (volume),Traffic Out (volume)(RAW),Traffic Out (speed),Traffic Out (speed)(RAW),Downtime,Downtime(RAW),Coverage,Coverage(RAW)
3/4/2025 10:00:00 PM - 11:00:00 PM,45720.875,"322,419,453 KByte",3.30E+11,"733,730 kbit/s",91716281.96,"30,521,132 KByte",31253638804,"69,457 kbit/s",8682121.026,"291,898,322 KByte",2.99E+11,"664,273 kbit/s",83034160.93,0%,0,100%,9999
3/4/2025 11:00:00 PM - 12:00:00 AM,45720.91667,"330,208,181 KByte",3.38E+11,"751,457 kbit/s",93932144.87,"29,297,802 KByte",30000949159,"66,673 kbit/s",8334152.599,"300,910,380 KByte",3.08E+11,"684,784 kbit/s",85597992.27,0%,0,100%,9999
3/5/2025 12:00:00 AM - 1:00:00 AM,45720.95833,"327,409,490 KByte",3.35E+11,"745,096 kbit/s",93137054.41,"28,396,688 KByte",29078208456,"64,623 kbit/s",8077908.408,"299,012,802 KByte",3.06E+11,"680,473 kbit/s",85059146,0%,0,100%,9999
3/5/2025 1:00:00 AM - 2:00:00 AM,45721,"324,590,578 KByte",3.32E+11,"738,675 kbit/s",92334398.73,"26,464,995 KByte",27100155145,"60,227 kbit/s",7528343.675,"298,125,583 KByte",3.05E+11,"678,448 kbit/s",84806055.06,0%,0,100%,9999
3/5/2025 2:00:00 AM - 3:00:00 AM,45721.04167,"305,027,605 KByte",3.12E+11,"694,159 kbit/s",86769915.3,"24,870,414 KByte",25467304004,"56,598 kbit/s",7074781.721,"280,157,191 KByte",2.87E+11,"637,561 kbit/s",79695133.58,0%,0,100%,9999
3/5/2025 3:00:00 AM - 4:00:00 AM,45721.08333,"265,124,223 KByte",2.71E+11,"603,347 kbit/s",75418349.6,"21,331,274 KByte",21843224258,"48,544 kbit/s",6067983.682,"243,792,949 KByte",2.50E+11,"554,803 kbit/s",69350365.92,0%,0,100%,9999
3/5/2025 4:00:00 AM - 5:00:00 AM,45721.125,"224,135,599 KByte",2.30E+11,"510,073 kbit/s",63759085.1,"19,110,319 KByte",19568966791,"43,490 kbit/s",5436246.928,"205,025,280 KByte",2.10E+11,"466,583 kbit/s",58322838.17,0%,0,100%,9999
3/5/2025 5:00:00 AM - 6:00:00 AM,45721.16667,"189,775,957 KByte",1.94E+11,"431,879 kbit/s",53984915.49,"17,308,362 KByte",17723763135,"39,389 kbit/s",4923650.488,"172,467,595 KByte",1.77E+11,"392,490 kbit/s",49061265,0%,0,100%,9999
3/5/2025 6:00:00 AM - 7:00:00 AM,45721.20833,"146,509,295 KByte",1.50E+11,"333,415 kbit/s",41676880.86,"13,118,952 KByte",13433806771,"29,855 kbit/s",3731892.884,"133,390,343 KByte",1.37E+11,"303,560 kbit/s",37944987.97,0%,0,100%,9999
3/5/2025 7:00:00 AM - 8:00:00 AM,45721.25,"122,584,047 KByte",1.26E+11,"278,967 kbit/s",34870869.57,"12,441,604 KByte",12740202991,"28,314 kbit/s",3539200.884,"110,142,442 KByte",1.13E+11,"250,653 kbit/s",31331668.69,0%,0,100%,9999
3/5/2025 8:00:00 AM - 9:00:00 AM,45721.29167,"122,959,895 KByte",1.26E+11,"279,822 kbit/s",34977785.28,"11,757,215 KByte",12039388082,"26,756 kbit/s",3344516.016,"111,202,680 KByte",1.14E+11,"253,066 kbit/s",31633269.27,0%,0,100%,9999
3/5/2025 9:00:00 AM - 10:00:00 AM,45721.33333,"133,842,129 KByte",1.37E+11,"304,588 kbit/s",38073505.41,"11,139,995 KByte",11407354638,"25,352 kbit/s",3168947.293,"122,702,134 KByte",1.26E+11,"279,236 kbit/s",34904558.11,0%,0,100%,9999
3/5/2025 10:00:00 AM - 11:00:00 AM,45721.375,"148,113,880 KByte",1.52E+11,"337,066 kbit/s",42133213.15,"11,625,256 KByte",11904262141,"26,456 kbit/s",3306978.321,"136,488,624 KByte",1.40E+11,"310,610 kbit/s",38826234.83,0%,0,100%,9999
3/5/2025 11:00:00 AM - 12:00:00 PM,45721.41667,"189,294,731 KByte",1.94E+11,"430,784 kbit/s",53848022.76,"14,490,870 KByte",14838650836,"32,977 kbit/s",4122168.068,"174,803,861 KByte",1.79E+11,"397,807 kbit/s",49725854.69,0%,0,100%,9999
3/5/2025 12:00:00 PM - 1:00:00 PM,45721.45833,"260,694,393 KByte",2.67E+11,"593,274 kbit/s",74159251.63,"22,117,449 KByte",22648268148,"50,334 kbit/s",6291709.906,"238,576,943 KByte",2.44E+11,"542,940 kbit/s",67867541.72,0%,0,100%,9999
3/5/2025 1:00:00 PM - 2:00:00 PM,45721.5,"293,484,197 KByte",3.01E+11,"667,880 kbit/s",83485051.12,"27,131,266 KByte",27782416765,"61,742 kbit/s",7717809.634,"266,352,930 KByte",2.73E+11,"606,138 kbit/s",75767241.48,0%,0,100%,9999
3/5/2025 2:00:00 PM - 3:00:00 PM,45721.54167,"298,015,775 KByte",3.05E+11,"678,200 kbit/s",84775054.22,"28,067,370 KByte",28740987311,"63,873 kbit/s",7984184.222,"269,948,405 KByte",2.76E+11,"614,327 kbit/s",76790870,0%,0,100%,9999
3/5/2025 3:00:00 PM - 4:00:00 PM,45721.58333,"290,759,808 KByte",2.98E+11,"661,690 kbit/s",82711215.52,"30,310,471 KByte",31037922223,"68,978 kbit/s",8622291.734,"260,449,338 KByte",2.67E+11,"592,711 kbit/s",74088923.78,0%,0,100%,9999
3/5/2025 4:00:00 PM - 5:00:00 PM,45721.625,"280,273,576 KByte",2.87E+11,"637,826 kbit/s",79728241.34,"30,531,821 KByte",31264584653,"69,482 kbit/s",8685258.243,"249,741,755 KByte",2.56E+11,"568,344 kbit/s",71042983.1,0%,0,100%,9999
3/5/2025 5:00:00 PM - 6:00:00 PM,45721.66667,"263,008,051 KByte",2.69E+11,"598,534 kbit/s",74816790.35,"27,859,422 KByte",28528048145,"63,400 kbit/s",7925052.197,"235,148,629 KByte",2.41E+11,"535,134 kbit/s",66891738.15,0%,0,100%,9999
3/5/2025 6:00:00 PM - 7:00:00 PM,45721.70833,"285,525,041 KByte",2.92E+11,"649,771 kbit/s",81221426.3,"29,144,468 KByte",29843935479,"66,324 kbit/s",8290534.78,"256,380,572 KByte",2.63E+11,"583,447 kbit/s",72930891.52,0%,0,100%,9999
3/5/2025 7:00:00 PM - 8:00:00 PM,45721.75,"274,801,216 KByte",2.81E+11,"625,371 kbit/s",78171324.88,"29,497,048 KByte",30204977415,"67,127 kbit/s",8390877.512,"245,304,168 KByte",2.51E+11,"558,244 kbit/s",69780447.37,0%,0,100%,9999
3/5/2025 8:00:00 PM - 9:00:00 PM,45721.79167,"332,349,274 KByte",3.40E+11,"756,323 kbit/s",94540419.45,"34,527,663 KByte",35356327346,"78,574 kbit/s",9821774.977,"297,821,611 KByte",3.05E+11,"677,749 kbit/s",84718644.48,0%,0,100%,9999
3/5/2025 9:00:00 PM - 10:00:00 PM,45721.83333,"307,634,784 KByte",3.15E+11,"700,093 kbit/s",87511568.54,"32,094,106 KByte",32864364326,"73,037 kbit/s",9129674.816,"275,540,678 KByte",2.82E+11,"627,055 kbit/s",78381893.73,0%,0,100%,9999
3/5/2025 10:00:00 PM - 11:00:00 PM,45721.875,"335,545,316 KByte",3.44E+11,"763,594 kbit/s",95449303.81,"34,309,021 KByte",35132437788,"78,076 kbit/s",9759552.694,"301,236,295 KByte",3.08E+11,"685,518 kbit/s",85689751.12,0%,0,100%,9999
3/5/2025 11:00:00 PM - 12:00:00 AM,45721.91667,"335,767,437 KByte",3.44E+11,"764,123 kbit/s",95515406.93,"36,847,787 KByte",37732133690,"83,856 kbit/s",10482050.87,"298,919,650 KByte",3.06E+11,"680,267 kbit/s",85033356.06,0%,0,100%,9999
3/6/2025 12:00:00 AM - 1:00:00 AM,45721.95833,"328,308,201 KByte",3.36E+11,"747,138 kbit/s",93392188.94,"35,076,981 KByte",35918828077,"79,825 kbit/s",9978172.89,"293,231,221 KByte",3.00E+11,"667,312 kbit/s",83414016.05,0%,0,100%,9999
3/6/2025 1:00:00 AM - 2:00:00 AM,45722,"322,989,415 KByte",3.31E+11,"735,031 kbit/s",91878925.15,"33,093,679 KByte",33887926795,"75,312 kbit/s",9413966.746,"289,895,736 KByte",2.97E+11,"659,720 kbit/s",82464958.4,0%,0,100%,9999
3/6/2025 2:00:00 AM - 3:00:00 AM,45722.04167,"308,309,361 KByte",3.16E+11,"701,620 kbit/s",87702488.06,"32,619,400 KByte",33402265894,"74,232 kbit/s",9279000.018,"275,689,960 KByte",2.82E+11,"627,388 kbit/s",78423488.04,0%,0,100%,9999
3/6/2025 3:00:00 AM - 4:00:00 AM,45722.08333,"266,088,166 KByte",2.72E+11,"605,546 kbit/s",75693187.83,"28,651,930 KByte",29339576784,"65,204 kbit/s",8150516.369,"237,436,236 KByte",2.43E+11,"540,341 kbit/s",67542671.46,0%,0,100%,9999
3/6/2025 4:00:00 AM - 5:00:00 AM,45722.125,"208,473,862 KByte",2.13E+11,"474,429 kbit/s",59303679.67,"22,187,781 KByte",22720287912,"50,493 kbit/s",6311664.462,"186,286,081 KByte",1.91E+11,"423,936 kbit/s",52992015.21,0%,0,100%,9999
3/6/2025 5:00:00 AM - 6:00:00 AM,45722.16667,"197,625,543 KByte",2.02E+11,"449,737 kbit/s",56217079.5,"21,828,578 KByte",22352463482,"49,675 kbit/s",6209414.347,"175,796,966 KByte",1.80E+11,"400,061 kbit/s",50007665.15,0%,0,100%,9999
3/6/2025 6:00:00 AM - 7:00:00 AM,45722.20833,"150,997,014 KByte",1.55E+11,"343,622 kbit/s",42952767.44,"19,167,787 KByte",19627814155,"43,620 kbit/s",5452488.66,"131,829,227 KByte",1.35E+11,"300,002 kbit/s",37500278.78,0%,0,100%,9999
3/6/2025 7:00:00 AM - 8:00:00 AM,45722.25,"132,570,132 KByte",1.36E+11,"301,692 kbit/s",37711456.45,"17,284,959 KByte",17699797884,"39,336 kbit/s",4916951.978,"115,285,173 KByte",1.18E+11,"262,356 kbit/s",32794504.48,0%,0,100%,9999
3/6/2025 8:00:00 AM - 9:00:00 AM,45722.29167,"146,165,019 KByte",1.50E+11,"332,630 kbit/s",41578714.99,"16,893,532 KByte",17298976981,"38,445 kbit/s",4805605.106,"129,271,487 KByte",1.32E+11,"294,185 kbit/s",36773109.89,0%,0,100%,9999
3/6/2025 9:00:00 AM - 10:00:00 AM,45722.33333,"148,367,303 KByte",1.52E+11,"337,641 kbit/s",42205068.82,"15,700,593 KByte",16077407106,"35,730 kbit/s",4466244.168,"132,666,710 KByte",1.36E+11,"301,911 kbit/s",37738824.65,0%,0,100%,9999
3/6/2025 10:00:00 AM - 11:00:00 AM,45722.375,"183,541,711 KByte",1.88E+11,"417,690 kbit/s",52211190.74,"19,825,875 KByte",20301696259,"45,118 kbit/s",5639767.388,"163,715,835 KByte",1.68E+11,"372,571 kbit/s",46571423.35,0%,0,100%,9999
3/6/2025 11:00:00 AM - 12:00:00 PM,45722.41667,"224,764,744 KByte",2.30E+11,"511,506 kbit/s",63938233.44,"21,532,065 KByte",22048834318,"49,001 kbit/s",6125169.616,"203,232,680 KByte",2.08E+11,"462,505 kbit/s",57813063.82,0%,0,100%,9999
3/6/2025 12:00:00 PM - 1:00:00 PM,45722.45833,"291,518,786 KByte",2.99E+11,"663,419 kbit/s",82927349.06,"27,750,441 KByte",28416451971,"63,153 kbit/s",7894072.864,"263,768,345 KByte",2.70E+11,"600,266 kbit/s",75033276.19,0%,0,100%,9999
3/6/2025 1:00:00 PM - 2:00:00 PM,45722.5,"293,222,320 KByte",3.00E+11,"667,292 kbit/s",83411484.08,"29,327,804 KByte",30031670885,"66,742 kbit/s",8342733.332,"263,894,516 KByte",2.70E+11,"600,550 kbit/s",75068750.75,0%,0,100%,9999
3/6/2025 2:00:00 PM - 3:00:00 PM,45722.54167,"300,741,800 KByte",3.08E+11,"684,404 kbit/s",85550513,"28,809,275 KByte",29500697254,"65,562 kbit/s",8195230.004,"271,932,526 KByte",2.78E+11,"618,842 kbit/s",77355283,0%,0,100%,9999
3/6/2025 3:00:00 PM - 4:00:00 PM,45722.58333,"299,211,863 KByte",3.06E+11,"680,921 kbit/s",85115062.83,"29,132,969 KByte",29832160623,"66,298 kbit/s",8287286.79,"270,078,893 KByte",2.77E+11,"614,622 kbit/s",76827776.04,0%,0,100%,9999
3/6/2025 4:00:00 PM - 5:00:00 PM,45722.625,"290,817,704 KByte",2.98E+11,"661,818 kbit/s",82727225.07,"29,945,867 KByte",30664567304,"68,148 kbit/s",8518526.927,"260,871,837 KByte",2.67E+11,"593,670 kbit/s",74208698.14,0%,0,100%,9999
3/6/2025 5:00:00 PM - 6:00:00 PM,45722.66667,"293,021,112 KByte",3.00E+11,"666,838 kbit/s",83354710.46,"29,041,694 KByte",29738694500,"66,091 kbit/s",8261391.025,"263,979,418 KByte",2.70E+11,"600,747 kbit/s",75093319.44,0%,0,100%,9999
3/6/2025 6:00:00 PM - 7:00:00 PM,45722.70833,"311,412,854 KByte",3.19E+11,"708,688 kbit/s",88586054.23,"30,393,012 KByte",31122444365,"69,166 kbit/s",8645747.85,"281,019,842 KByte",2.88E+11,"639,522 kbit/s",79940306.38,0%,0,100%,9999
3/6/2025 7:00:00 PM - 8:00:00 PM,45722.75,"284,103,175 KByte",2.91E+11,"646,541 kbit/s",80817631.14,"29,350,084 KByte",30054486171,"66,793 kbit/s",8349094.563,"254,753,091 KByte",2.61E+11,"579,748 kbit/s",72468536.58,0%,0,100%,9999
3/6/2025 8:00:00 PM - 9:00:00 PM,45722.79167,"328,707,737 KByte",3.37E+11,"748,038 kbit/s",93504803.88,"35,593,914 KByte",36448167798,"81,001 kbit/s",10125109.81,"293,113,823 KByte",3.00E+11,"667,038 kbit/s",83379694.06,0%,0,100%,9999
3/6/2025 9:00:00 PM - 10:00:00 PM,45722.83333,"314,306,841 KByte",3.22E+11,"715,264 kbit/s",89408050.14,"33,558,638 KByte",34364044980,"76,369 kbit/s",9546124.907,"280,748,203 KByte",2.87E+11,"638,895 kbit/s",79861925.23,0%,0,100%,9999
3/6/2025 10:00:00 PM - 11:00:00 PM,45722.875,"312,690,622 KByte",3.20E+11,"711,594 kbit/s",88949287.41,"34,577,594 KByte",35407456607,"78,689 kbit/s",9836087.675,"278,113,028 KByte",2.85E+11,"632,906 kbit/s",79113199.74,0%,0,100%,9999
3/6/2025 11:00:00 PM - 12:00:00 AM,45722.91667,"326,977,451 KByte",3.35E+11,"744,103 kbit/s",93012861.75,"33,613,383 KByte",34420104040,"76,494 kbit/s",9561750.901,"293,364,068 KByte",3.00E+11,"667,609 kbit/s",83451110.84,0%,0,100%,9999
3/7/2025 12:00:00 AM - 1:00:00 AM,45722.95833,"329,049,512 KByte",3.37E+11,"748,820 kbit/s",93602545.73,"32,681,596 KByte",33465953816,"74,374 kbit/s",9296718.063,"296,367,916 KByte",3.03E+11,"674,447 kbit/s",84305827.67,0%,0,100%,9999
3/7/2025 1:00:00 AM - 2:00:00 AM,45723,"333,729,868 KByte",3.42E+11,"759,471 kbit/s",94933935.85,"31,355,895 KByte",32108436530,"71,357 kbit/s",8919604.788,"302,373,973 KByte",3.10E+11,"688,115 kbit/s",86014331.06,0%,0,100%,9999
3/7/2025 2:00:00 AM - 3:00:00 AM,45723.04167,"297,745,897 KByte",3.05E+11,"677,583 kbit/s",84697812.87,"27,509,711 KByte",28169943581,"62,604 kbit/s",7825506.029,"270,236,187 KByte",2.77E+11,"614,978 kbit/s",76872306.84,0%,0,100%,9999
3/7/2025 3:00:00 AM - 4:00:00 AM,45723.08333,"269,544,205 KByte",2.76E+11,"613,404 kbit/s",76675463.21,"26,614,961 KByte",27253720249,"60,568 kbit/s",7570982.579,"242,929,243 KByte",2.49E+11,"552,836 kbit/s",69104480.63,0%,0,100%,9999
3/7/2025 4:00:00 AM - 5:00:00 AM,45723.125,"232,247,654 KByte",2.38E+11,"528,520 kbit/s",66065041.55,"25,921,407 KByte",26543520922,"58,989 kbit/s",7373589.418,"206,326,246 KByte",2.11E+11,"469,532 kbit/s",58691452.14,0%,0,100%,9999
3/7/2025 5:00:00 AM - 6:00:00 AM,45723.16667,"195,845,180 KByte",2.01E+11,"445,690 kbit/s",55711251.83,"24,658,457 KByte",25250259964,"56,116 kbit/s",7014487.188,"171,186,723 KByte",1.75E+11,"389,574 kbit/s",48696764.64,0%,0,100%,9999
3/7/2025 6:00:00 AM - 7:00:00 AM,45723.20833,"147,148,461 KByte",1.51E+11,"334,869 kbit/s",41858585.42,"21,695,017 KByte",22215697692,"49,372 kbit/s",6171472.854,"125,453,444 KByte",1.28E+11,"285,497 kbit/s",35687112.56,0%,0,100%,9999
3/7/2025 7:00:00 AM - 8:00:00 AM,45723.25,"118,705,778 KByte",1.22E+11,"270,143 kbit/s",33767825.5,"21,574,716 KByte",22092509462,"49,098 kbit/s",6137285.528,"97,131,062 KByte",99462207341,"221,044 kbit/s",27630539.97,0%,0,100%,9999
3/7/2025 8:00:00 AM - 9:00:00 AM,45723.29167,"99,312,873 KByte",1.02E+11,"226,009 kbit/s",28251113.95,"19,894,453 KByte",20371919722,"45,274 kbit/s",5659291.036,"79,418,421 KByte",81324462692,"180,735 kbit/s",22591822.91,0%,0,100%,9999
3/7/2025 9:00:00 AM - 10:00:00 AM,45723.33333,"116,821,769 KByte",1.20E+11,"265,854 kbit/s",33231703.31,"20,042,448 KByte",20523466978,"45,611 kbit/s",5701374.815,"96,779,321 KByte",99102024687,"220,243 kbit/s",27530328.49,0%,0,100%,9999
3/7/2025 10:00:00 AM - 11:00:00 AM,45723.375,"166,627,923 KByte",1.71E+11,"379,195 kbit/s",47399415.37,"22,714,589 KByte",23259739436,"51,692 kbit/s",6461451.547,"143,913,334 KByte",1.47E+11,"327,504 kbit/s",40937963.82,0%,0,100%,9999
3/7/2025 11:00:00 AM - 12:00:00 PM,45723.41667,"226,301,164 KByte",2.32E+11,"514,998 kbit/s",64374758.03,"25,393,250 KByte",26002687868,"57,788 kbit/s",7223490.549,"200,907,914 KByte",2.06E+11,"457,210 kbit/s",57151267.48,0%,0,100%,9999
3/7/2025 12:00:00 PM - 1:00:00 PM,45723.45833,"262,418,344 KByte",2.69E+11,"597,199 kbit/s",74649868.2,"27,187,802 KByte",27840308942,"61,873 kbit/s",7734085.141,"235,230,542 KByte",2.41E+11,"535,326 kbit/s",66915783.06,0%,0,100%,9999
3/7/2025 1:00:00 PM - 2:00:00 PM,45723.5,"252,272,359 KByte",2.58E+11,"574,096 kbit/s",71762055.73,"28,149,636 KByte",28825227012,"64,060 kbit/s",8007519.095,"224,122,723 KByte",2.30E+11,"510,036 kbit/s",63754536.63,0%,0,100%,9999
3/7/2025 2:00:00 PM - 3:00:00 PM,45723.54167,"284,181,567 KByte",2.91E+11,"646,718 kbit/s",80839706.46,"27,306,396 KByte",27961749861,"62,142 kbit/s",7767713.741,"256,875,171 KByte",2.63E+11,"584,576 kbit/s",73071992.72,0%,0,100%,9999
3/7/2025 3:00:00 PM - 4:00:00 PM,45723.58333,"292,467,756 KByte",2.99E+11,"665,584 kbit/s",83197992.68,"28,770,002 KByte",29460482379,"65,473 kbit/s",8184172.076,"263,697,754 KByte",2.70E+11,"600,111 kbit/s",75013820.6,0%,0,100%,9999
3/7/2025 4:00:00 PM - 5:00:00 PM,45723.625,"270,316,941 KByte",2.77E+11,"615,159 kbit/s",76894851.18,"27,827,808 KByte",28495675672,"63,328 kbit/s",7915949.217,"242,489,133 KByte",2.48E+11,"551,831 kbit/s",68978901.96,0%,0,100%,9999
3/7/2025 5:00:00 PM - 6:00:00 PM,45723.66667,"256,663,026 KByte",2.63E+11,"584,095 kbit/s",73011847.84,"27,861,411 KByte",28530084655,"63,405 kbit/s",7925617.937,"228,801,616 KByte",2.34E+11,"520,690 kbit/s",65086229.91,0%,0,100%,9999
3/7/2025 6:00:00 PM - 7:00:00 PM,45723.70833,"257,874,496 KByte",2.64E+11,"586,853 kbit/s",73356673.16,"25,088,786 KByte",25690916389,"57,095 kbit/s",7136920.758,"232,785,710 KByte",2.38E+11,"529,758 kbit/s",66219752.4,0%,0,100%,9999
3/7/2025 7:00:00 PM - 8:00:00 PM,45723.75,"264,376,700 KByte",2.71E+11,"601,652 kbit/s",75206541.88,"26,518,849 KByte",27155301705,"60,350 kbit/s",7543747.053,"237,857,851 KByte",2.44E+11,"541,302 kbit/s",67662794.82,0%,0,100%,9999
3/7/2025 8:00:00 PM - 9:00:00 PM,45723.79167,"306,461,913 KByte",3.14E+11,"697,421 kbit/s",87177684.62,"32,141,563 KByte",32912960876,"73,145 kbit/s",9143149.471,"274,320,349 KByte",2.81E+11,"624,276 kbit/s",78034535.15,0%,0,100%,9999
3/7/2025 9:00:00 PM - 10:00:00 PM,45723.83333,"301,359,334 KByte",3.09E+11,"685,800 kbit/s",85724989.04,"29,752,709 KByte",30466773997,"67,708 kbit/s",8463486.48,"271,606,625 KByte",2.78E+11,"618,092 kbit/s",77261502.56,0%,0,100%,9999
3/7/2025 10:00:00 PM - 11:00:00 PM,45723.875,"317,588,992 KByte",3.25E+11,"722,738 kbit/s",90342196.26,"32,150,086 KByte",32921688128,"73,164 kbit/s",9145497.665,"285,438,906 KByte",2.92E+11,"649,574 kbit/s",81196698.59,0%,0,100%,9999
3/7/2025 11:00:00 PM - 12:00:00 AM,45723.91667,"317,295,953 KByte",3.25E+11,"722,075 kbit/s",90259339.03,"32,471,263 KByte",33250573652,"73,895 kbit/s",9236911.911,"284,824,689 KByte",2.92E+11,"648,179 kbit/s",81022427.12,0%,0,100%,9999
3/8/2025 12:00:00 AM - 1:00:00 AM,45723.95833,"328,345,480 KByte",3.36E+11,"747,224 kbit/s",93403052.99,"32,028,579 KByte",32797264797,"72,888 kbit/s",9111034.66,"296,316,901 KByte",3.03E+11,"674,336 kbit/s",84292018.33,0%,0,100%,9999
3/8/2025 1:00:00 AM - 2:00:00 AM,45724,"329,746,417 KByte",3.38E+11,"750,410 kbit/s",93801310.9,"33,255,358 KByte",34053486940,"75,680 kbit/s",9459985.149,"296,491,059 KByte",3.04E+11,"674,731 kbit/s",84341325.75,0%,0,100%,9999
3/8/2025 2:00:00 AM - 3:00:00 AM,45724.04167,"339,802,745 KByte",3.48E+11,"773,292 kbit/s",96661447.17,"33,243,482 KByte",34041325215,"75,652 kbit/s",9456554.108,"306,559,264 KByte",3.14E+11,"697,639 kbit/s",87204893.06,0%,0,100%,9999
3/8/2025 3:00:00 AM - 4:00:00 AM,45724.08333,"320,093,582 KByte",3.28E+11,"728,433 kbit/s",91054152.61,"31,729,804 KByte",32491319554,"72,207 kbit/s",9025893.053,"288,363,778 KByte",2.95E+11,"656,226 kbit/s",82028259.56,0%,0,100%,9999
3/8/2025 4:00:00 AM - 5:00:00 AM,45724.125,"283,241,981 KByte",2.90E+11,"644,576 kbit/s",80571979.39,"25,528,297 KByte",26140975823,"58,095 kbit/s",7261866.298,"257,713,684 KByte",2.64E+11,"586,481 kbit/s",73310113.09,0%,0,100%,9999
3/8/2025 5:00:00 AM - 6:00:00 AM,45724.16667,"249,716,241 KByte",2.56E+11,"568,289 kbit/s",71036119.71,"22,511,713 KByte",23051993870,"51,231 kbit/s",6403847.496,"227,204,528 KByte",2.33E+11,"517,058 kbit/s",64632272.22,0%,0,100%,9999
3/8/2025 6:00:00 AM - 7:00:00 AM,45724.20833,"204,767,017 KByte",2.10E+11,"465,991 kbit/s",58248885.46,"20,185,819 KByte",20670278239,"45,937 kbit/s",5742142.715,"184,581,198 KByte",1.89E+11,"420,054 kbit/s",52506742.75,0%,0,100%,9999
3/8/2025 7:00:00 AM - 8:00:00 AM,45724.25,"178,335,554 KByte",1.83E+11,"405,841 kbit/s",50730080.58,"17,721,021 KByte",18146326015,"40,328 kbit/s",5040996.185,"160,614,533 KByte",1.64E+11,"365,513 kbit/s",45689084.39,0%,0,100%,9999
3/8/2025 8:00:00 AM - 9:00:00 AM,45724.29167,"154,718,327 KByte",1.58E+11,"352,099 kbit/s",44012313.98,"14,098,057 KByte",14436410388,"32,083 kbit/s",4010437.06,"140,620,270 KByte",1.44E+11,"320,015 kbit/s",40001876.92,0%,0,100%,9999
3/8/2025 9:00:00 AM - 10:00:00 AM,45724.33333,"188,903,832 KByte",1.93E+11,"429,892 kbit/s",53736526.5,"15,440,004 KByte",15810564347,"35,137 kbit/s",4392140.64,"173,463,828 KByte",1.78E+11,"394,755 kbit/s",49344385.86,0%,0,100%,9999
3/8/2025 10:00:00 AM - 11:00:00 AM,45724.375,"232,174,453 KByte",2.38E+11,"528,360 kbit/s",66044952.89,"22,506,597 KByte",23046755447,"51,218 kbit/s",6402285.548,"209,667,856 KByte",2.15E+11,"477,141 kbit/s",59642667.34,0%,0,100%,9999
3/8/2025 11:00:00 AM - 12:00:00 PM,45724.41667,"270,618,518 KByte",2.77E+11,"615,852 kbit/s",76981493.81,"21,255,474 KByte",21765605532,"48,372 kbit/s",6046438.224,"249,363,044 KByte",2.55E+11,"567,480 kbit/s",70935055.58,0%,0,100%,9999
3/8/2025 12:00:00 PM - 1:00:00 PM,45724.45833,"296,211,847 KByte",3.03E+11,"674,101 kbit/s",84262601.94,"23,905,071 KByte",24478793153,"54,402 kbit/s",6800212.56,"272,306,775 KByte",2.79E+11,"619,699 kbit/s",77462389.38,0%,0,100%,9999
3/8/2025 1:00:00 PM - 2:00:00 PM,45724.5,"281,630,941 KByte",2.88E+11,"640,913 kbit/s",80114142.58,"22,554,673 KByte",23095985302,"51,328 kbit/s",6416014.852,"259,076,268 KByte",2.65E+11,"589,585 kbit/s",73698127.72,0%,0,100%,9999
3/8/2025 2:00:00 PM - 3:00:00 PM,45724.54167,"296,906,888 KByte",3.04E+11,"675,677 kbit/s",84459614.81,"24,982,699 KByte",25582283688,"56,854 kbit/s",7106703.175,"271,924,190 KByte",2.78E+11,"618,823 kbit/s",77352911.64,0%,0,100%,9999
3/8/2025 3:00:00 PM - 4:00:00 PM,45724.58333,"306,380,010 KByte",3.14E+11,"697,235 kbit/s",87154386.35,"28,606,066 KByte",29292611110,"65,099 kbit/s",8137424.122,"277,773,945 KByte",2.84E+11,"632,136 kbit/s",79016962.22,0%,0,100%,9999
3/8/2025 4:00:00 PM - 5:00:00 PM,45724.625,"283,712,861 KByte",2.91E+11,"645,656 kbit/s",80707048.64,"25,452,375 KByte",26063231736,"57,923 kbit/s",7240369.845,"258,260,487 KByte",2.64E+11,"587,733 kbit/s",73466678.8,0%,0,100%,9999
3/8/2025 5:00:00 PM - 6:00:00 PM,45724.66667,"279,112,354 KByte",2.86E+11,"635,180 kbit/s",79397472.08,"25,895,424 KByte",26516913754,"58,931 kbit/s",7366320.926,"253,216,930 KByte",2.59E+11,"576,249 kbit/s",72031151.16,0%,0,100%,9999
3/8/2025 6:00:00 PM - 7:00:00 PM,45724.70833,"297,425,789 KByte",3.05E+11,"676,856 kbit/s",84606988.74,"27,022,185 KByte",27670717260,"61,495 kbit/s",7686844.159,"270,403,604 KByte",2.77E+11,"615,361 kbit/s",76920144.58,0%,0,100%,9999
3/8/2025 7:00:00 PM - 8:00:00 PM,45724.75,"283,622,258 KByte",2.90E+11,"645,441 kbit/s",80680154.35,"30,151,011 KByte",30874635562,"68,615 kbit/s",8576859.447,"253,471,247 KByte",2.60E+11,"576,826 kbit/s",72103294.9,0%,0,100%,9999
